timestamp,name,text
[01:06:53.27],Jean,"Well it's gonna be a project, we've had several things to write and so there's been a little bit of a competition for time but I think, we're writing an article for a book that's going to be published in Denmark, is it Maggie?"
[01:07:17.16],Maggie," I think Denmark or Sweden? One of the Nordic countries, I am not sure"
[01:07:23.14],Jean,"And it's about teacher agency and student agency in science teaching and learning and again we're pulling from projects that we have done and another thing that learned overtime that we focus the work around the development of agency and teachers, in service of them developing similar things in their student and looking at students from a assets perspective"
[01:07:59.25],Liz,"And not from a deficit, oh boy that's huge"
[01:08:03.05],Jean,Yeah
[01:08:03.24],Liz,That is huge and valuing differences
[01:08:08.17],Jean,And especially in this day and age when they is such great diversity in our country.
[01:08:18.01],Liz,"And you know what I am realizing, it's just not diversity in appearance or color or intellect but just different ways of seeing the world, like my grandson is 5 and half years old now, he's quite different than his younger sister, they both of course are brilliant you know gifted and all that but he asks questions, he has interesting insightful questions and I always say that's a really good question, hmm let's think about that. I fear for him and kids like that, school will extinguish that because teachers don't value questions, especially questions out of the box, his questions are not wacko but they are really, woah that's a really good question let's think about that, a lot of teachers don't have time, don't have the time, not have interest in your questions that's not what we're learning about today, just afraid that formal education will turn that off in him. I hope not. But that's another kind of diversity, diversity in how people think and how they express their thoughts, it's a really hard job being a teacher."
[01:09:42.00],Maggie,Yeah I admire you
[01:09:44.18],Jean,Cause we're learning that it's not a scripted profession
[01:09:48.16],Liz,"That's right, we're dealing with human beings"
[01:09:52.09],Jean,"There some people, teachers that still wanna follow a script, but they're not gonna help the Zach's of the world and so we have to provide kind of blueprint"
[01:10:06.18],Liz,We're here! Amen!
[01:10:07.08],Jean,We will let you know when the draft it ready 
[01:10:12.06],Liz,"Please do, please do and thank you for including me in the process, it's always fun to talk with you guys, you girls"
[01:10:20.24],Everyone,[Says thanks to one another]
,,
