,timestamp,name,text,tokens,bigrams,most_probable_topic,topic_terms,topic_probability
25,[00:24:16.01],Liz,"For some students that's only time they lay their hands on anything that even looks like science probably not for you where you went to school but when we talk about equity in science education that's an important piece to keep in mind. Um so the relationship of CMT and CAP were the state assessments that were linked to um the standards that Connecticut adopeted in 2004, so that was the first set of standards that I was involved in the development of adoption of and developing the science CMT, um so the state assessment has to be closely linked to what's in the standards um we'll always take that very seriously in our state in some states um assessment and curriculum departments are housed in different parts of the department [indistinct] you don't necessarily talk to each other they don't always have that good alignment, but I found that when you don't people will teach what's on the test hello that's as simple as it is and when I did years of professional development around the state you know as much as I wanted to raise teachers' consciousness about good instruction engaging student student discourse all the things that are important and that matter you know what there're questions at the end of the presentation that are gonna be yeah this is all great and it's interesting Liz you did a great job what's on the test can you just tell us what's on the test, you know and I would hold up our standards and I said this this is it there is no more- there's no secret, um so yes those standards from 2004 were a product of No child left behind legislation and the science CMT that was administered in 2008 so again we gave the teachers in our states 4 years between when the standards were published and when they were first tested we spent those 4 years doing professional development and curriculum alignment so that kids would have a chance to learn what's on the test, um what we learned from that is that it takes even more time than that because most distrcits as you may know don't start to pay close attention until the first test is given that's aligned with the new standards, in Connecticut that just happened this spring from my- from my keeping in touch with my buddies in the state what they tell me is many may districts the majority of districts I'd say that haven't begun to think too much about it and they're gonna wait until they get the results from their- that first assessment, um what's going on this summer is a very politically and educationally important process that's called standards setting, so they're gonna bring together committees of teachers every state will do this for their assessment, they'll look at the students' test scores they'll look at every questions and the percentages of kids that answered it right and wrong and um working as a committee they're gonna decide that basically in plain language how many questions do you need to answer correctly in order to pass the test how many questions make you proficient how many questions answered correctly make you uh advanced and those scores are what become um public knowledge and those scores are what used to evaluate and hold school districts accountable and people judge if this's a good school or bad school based on those test scores so they become very influential um the standards setting can be hugely influential um, and what I learned back in 2008 when we went through this is that if you set your standards too low and you make it a little too easy to pass the test because it would be horrible if almost everybody didn't pass the test[laughs] (heaven) then as soon as the districts get that first set of scores from the first new test if they find that 85 percent of their kids are proficient they shove the pressure off of them all professional development in science stops we're good enough we have nothing to worry about now we have to return to focusing on reading and math and that's kind of what happened in Connecticut way back in 2008, so that's why this- the standards setting committee determine that if you answer half of the questions right on this very de minimis assessment I think I can't remember how many questions there weren't many questions 39 questions something like that you got half of them right your score was proficient, and you know I kind of uh I let people know that it wasn't a secret it was a published document it's just that you had to dig for it on the state website so I would use it in my professional development to try and light a fire onto teachers and I'd say would this be okay with you in your classroom if your kids got a 50 would you say good for you we're good to go you're proficient and they'd go no that's- that's a failing grade and I said well that's where we are[laughs]. So what's going on this summer in Connecticut and in several of the other states that administered their first NGSX assessment in 2019 will also be very influential, so that's the politics and the history of it the only reason Connecticut and many other states even have a state assessment in science is thanks to NCLB, so you can say that a lot of bad things come out of NCLB but that's one of the good things that came out of it that and disaggregating the results so that you can't sweep under the carpet anymore how your students of color are doing how are your english language learners doing because before that everybody was just lumped together and it was a big secret, so those were two really good things that came of it.","['students', 'time', 'lay', 'hands', 'anything', 'even', 'looks', 'like', 'science', 'probably', 'went', 'school', 'talk', 'equity', 'science', 'education', 'important', 'piece', 'keep', 'mind', 'relationship', 'cmt', 'cap', 'state', 'assessments', 'linked', 'standards', 'connecticut', 'adopeted', '2004', 'first', 'set', 'standards', 'involved', 'development', 'adoption', 'developing', 'science', 'cmt', 'state', 'assessment', 'closely', 'linked', 'standards', 'always', 'take', 'seriously', 'state', 'states', 'assessment', 'curricul', 'departments', 'housed', 'different', 'parts', 'department', 'going', 'smer', 'connecticut', 'several', 'states', 'administered', 'first', 'ngsx', 'assessment', '2019', 'also', 'influential', 'politics', 'history', 'reason', 'connecticut', 'many', 'states', 'even', 'state', 'assessment', 'science', 'thanks', 'nclb', 'say', 'lot', 'bad', 'things', 'come', 'nclb', 'one', 'good', 'things', 'came', 'disaggregating', 'results', 'ca', ""n't"", 'sweep', 'carpet', 'anymore', 'students', 'color', 'english', 'language', 'learners', 'everybody', 'lped', 'together', 'big', 'secret', 'two', 'really', 'good', 'things', 'came']","['students', 'time', 'lay', 'hands', 'anything', 'even', 'looks', 'like', 'science', 'probably', 'went', 'school', 'talk', 'equity', 'science', 'education', 'important', 'piece', 'keep_mind', 'relationship', 'cmt', 'cap', 'state', 'assessments', 'linked', 'standards', 'connecticut', 'adopeted', '2004', 'first', 'set', 'standards', 'involved', 'development', 'adoption', 'developing', 'science', 'cmt', 'state', 'assessment', 'closely', 'linked', 'standards', 'always', 'take', 'seriously', 'state', 'states', 'assessment', 'curricul', 'departments', 'housed', 'different', 'parts', 'department', 'going', 'smer', 'connecticut', 'several', 'states', 'administered', 'first', 'ngsx', 'assessment', '2019', 'also', 'influential', 'politics', 'history', 'reason', 'connecticut', 'many', 'states', 'even', 'state', 'assessment', 'science', 'thanks', 'nclb', 'say', 'lot', 'bad', 'things', 'come', 'nclb', 'one', 'good', 'things', 'came', 'disaggregating', 'results', ""ca_n't"", 'sweep', 'carpet', 'anymore', 'students', 'color', 'english', 'language', 'learners', 'everybody', 'lped', 'together', 'big', 'secret', 'two', 'really', 'good', 'things', 'came']",0,"[""n't"", 'think', 'know', 'science', 'state', 'would', 'ngsx', 'get', 'time', 'standards']",0.9928526878356934
26,[00:31:13.00],Jean,Maggie does that- does that help with your question?,"['maggie', 'help', 'question']","['maggie', 'help', 'question']",0,"[""n't"", 'think', 'know', 'science', 'state', 'would', 'ngsx', 'get', 'time', 'standards']",0.8046027421951294
27,[00:31:16.00],Maggie,Very much thank you. Yeah and I do wanna be mindful of time and turn it back to Jean and ask uh turn it back to [indistinct].,"['much', 'thank', 'yeah', 'wan', 'na', 'mindful', 'time', 'turn', 'back', 'jean', 'ask', 'turn', 'back']","['much', 'thank', 'yeah', 'wan_na', 'mindful', 'time', 'turn', 'back', 'jean', 'ask', 'turn', 'back']",0,"[""n't"", 'think', 'know', 'science', 'state', 'would', 'ngsx', 'get', 'time', 'standards']",0.9402464032173157
28,[00:31:24.12],Jean,Oh there's- there's a lot of terrain covered[laughters][indistinct].,"['oh', 'lot', 'terrain', 'covered']","['oh', 'lot', 'terrain', 'covered']",1,"['know', 'districts', 'time', 'science', 'state', 'ngsx', ""n't"", 'wan_na', 'one', 'connecticut']",0.8432347178459167
29,[00:31:28.19],Liz,There's new terrain old terrain[laughters.],"['new', 'terrain', 'old', 'terrain']","['new_terrain', 'old', 'terrain']",1,"['know', 'districts', 'time', 'science', 'state', 'ngsx', ""n't"", 'wan_na', 'one', 'connecticut']",0.8095837235450745
30,[00:31:31.18],Jean,Old new right but this- this--,"['old', 'new', 'right']","['old', 'new', 'right']",2,"['ngsx', 'teachers', 'think', 'know', ""n't"", 'state', 'one', 'remember', 'right', 'would']",0.80772864818573
31,[00:31:33.05],Liz,"And you know I have to apologize in advance having lived it for 15 years and you know to become deeply- I was immersed in it, I'm not anymore but when I dive back in it's dense- it's dense there's politics there's personalities there's the federal government there's you know the state government there's parents and teachers and children it's- it is dense, so it's hard to uh separate it out but go on. ","['know', 'apologize', 'advance', 'lived', '15', 'years', 'know', 'become', 'deeply', 'immersed', 'anymore', 'dive', 'back', 'dense', 'dense', 'politics', 'personalities', 'federal', 'government', 'know', 'state', 'government', 'parents', 'teachers', 'children', 'dense', 'hard', 'separate', 'go']","['know', 'apologize', 'advance', 'lived', '15', 'years', 'know', 'become', 'deeply', 'immersed', 'anymore', 'dive', 'back', 'dense', 'dense', 'politics', 'personalities', 'federal', 'government', 'know', 'state', 'government', 'parents', 'teachers', 'children', 'dense', 'hard', 'separate', 'go']",3,"['know', 'think', 'ngsx', 'science', 'teachers', 'framework', ""n't"", 'connecticut', 'first', 'really']",0.9743633270263672
32,[00:32:04.01],Jean,Liz let's go down to- let's actually get into uh NGSX as a professional learning system and um[2-second-pause] what did you- as you go back to know NGSX and what- and even in its early iteration[Liz:infancy[laughs]] infancy what did you- and then of course you stayed with the process and you went through our changes and um what do- what looking back on it what you consider to be the strengths and weaknesses of NGSX as a model of learning that connected teachers with the framework and with the NGSS and to try to give them a set of learning- adult learning experiences in which they could draw from and take back absorbed into the practice and take back into the classroom?,"['liz', 'let', 'go', 'let', 'actually', 'get', 'ngsx', 'professional', 'learning', 'system', 'infancy', 'course', 'stayed', 'process', 'went', 'changes', 'looking', 'back', 'consider', 'strengths', 'weaknesses', 'ngsx', 'model', 'learning', 'connected', 'teachers', 'framework', 'ngss', 'try', 'give', 'set', 'learning', 'adult', 'learning', 'experiences', 'could', 'draw', 'take', 'back', 'absorbed', 'practice', 'take', 'back', 'classroom']","['liz', 'let', 'go', 'let', 'actually', 'get', 'ngsx', 'professional_learning', 'system', 'infancy', 'course', 'stayed', 'process', 'went', 'changes', 'looking', 'back', 'consider', 'strengths', 'weaknesses', 'ngsx', 'model', 'learning', 'connected', 'teachers', 'framework', 'ngss', 'try', 'give', 'set', 'learning', 'adult', 'learning', 'experiences', 'could', 'draw', 'take', 'back', 'absorbed', 'practice', 'take', 'back', 'classroom']",2,"['ngsx', 'teachers', 'think', 'know', ""n't"", 'state', 'one', 'remember', 'right', 'would']",0.9823519587516785
33,[00:33:09.24],Liz,"Jean you just answered your question[laughs]. Those are the- you've been doing it for so long you know the strengths very well so I will have to agree that among the strengths are- the first one I'll go back to is just being on the screen where we were blessed to have Brian and Sarah and you on site you know so that our teachers and our district science leadres could interact directly with you, but that's one of the biggest things is interacting with framework developers part of the braintrust um if you can't do it face to face then the next best thing is through video we you know Brian is talking to you uh whether he's in the room or not, um and there's just a certain um gravitas that comes along uh with hearing directly from someone who was involved in the initial work so um that's one huge factor, the other huge factor is the learning communities we meet together teachers and so it's easy to say we're eastablishing learning communities but you spend 30 horus grappling with hm um video talk performance tasks processing your own work relating that to what other teachers are doing you spend 30 intense hours together with um other teachers and the relationships that are built and the analysis the self reflection that's done is unlike anything that I've witnessed in other types of professional development, so the learning community that's established um through the combination of video and live facilitation by a highly skilled facilitator um and the shifting back and forth between what am I doing as a learner and how does- how do I put my teacher hat on and make the leap to what does that mean for me as a teacher and my designing instruction. Um the fact that you can go back and revisit through video you know like in the beginning when you first came out with this you know cyber learning was kinda a new thing you know look now I mean 9 years later 8 years later we take it all for granted but it was pioneering at the time you know Jean, um and just the idea that you could go back and replay that discussion or that presentation or that talk let me that again uh was very very helpful as a learner, um--","['jean', 'answered', 'question', 'long', 'know', 'strengths', 'well', 'agree', 'among', 'strengths', 'first', 'one', 'go', 'back', 'screen', 'blessed', 'brian', 'sarah', 'site', 'know', 'teachers', 'district', 'science', 'leadres', 'could', 'interact', 'directly', 'one', 'biggest', 'things', 'interacting', 'framework', 'developers', 'part', 'braintrust', 'ca', ""n't"", 'face', 'face', 'next', 'best', 'thing', 'video', 'know', 'brian', 'talking', 'whether', 'room', 'certain', 'gravitas', 'comes', 'along', 'hearing', 'directly', 'someone', 'involved', 'initial', 'work', 'one', 'huge', 'factor', 'huge', 'factor', 'learning', 'communities', 'meet', 'together', 'teachers', 'easy', 'say', 'eastablishing', 'learning', 'communities', 'spend', '30', 'horus', 'grappling', 'hm', 'video', 'talk', 'performance', 'tasks', 'processing', 'work', 'relating', 'teachers', 'spend', '30', 'intense', 'hours', 'together', 'teachers', 'relationships', 'built', 'analysis', 'self', 'reflection', 'done', 'unlike', 'anything', 'witnessed', 'types', 'professional', 'development', 'learning', 'community', 'established', 'combination', 'video', 'live', 'facilitation', 'highly', 'skilled', 'facilitator', 'shifting', 'back', 'forth', 'learner', 'put', 'teacher', 'hat', 'make', 'leap', 'mean', 'teacher', 'designing', 'instruction', 'fact', 'go', 'back', 'revisit', 'video', 'know', 'like', 'beginning', 'first', 'came', 'know', 'cyber', 'learning', 'kinda', 'new', 'thing', 'know', 'look', 'mean', '9', 'years', 'later', '8', 'years', 'later', 'take', 'granted', 'pioneering', 'time', 'know', 'jean', 'idea', 'could', 'go', 'back', 'replay', 'discussion', 'presentation', 'talk', 'let', 'helpful', 'learner']","['jean', 'answered', 'question', 'long', 'know', 'strengths', 'well', 'agree', 'among', 'strengths', 'first', 'one', 'go_back', 'screen', 'blessed', 'brian', 'sarah', 'site', 'know', 'teachers', 'district', 'science', 'leadres', 'could', 'interact', 'directly', 'one', 'biggest', 'things', 'interacting', 'framework', 'developers', 'part', 'braintrust', ""ca_n't"", 'face', 'face', 'next', 'best', 'thing', 'video', 'know', 'brian', 'talking', 'whether', 'room', 'certain', 'gravitas', 'comes', 'along', 'hearing', 'directly', 'someone', 'involved', 'initial', 'work', 'one', 'huge', 'factor', 'huge', 'factor', 'learning_communities', 'meet', 'together', 'teachers', 'easy', 'say', 'eastablishing', 'learning_communities', 'spend', '30', 'horus', 'grappling', 'hm', 'video', 'talk', 'performance', 'tasks', 'processing', 'work', 'relating', 'teachers', 'spend', '30', 'intense', 'hours', 'together', 'teachers', 'relationships', 'built', 'analysis', 'self', 'reflection', 'done', 'unlike', 'anything', 'witnessed', 'types', 'professional_development', 'learning', 'community', 'established', 'combination', 'video', 'live', 'facilitation', 'highly', 'skilled', 'facilitator', 'shifting', 'back', 'forth', 'learner', 'put', 'teacher_hat', 'make', 'leap', 'mean', 'teacher', 'designing', 'instruction', 'fact', 'go_back', 'revisit', 'video', 'know', 'like', 'beginning', 'first', 'came', 'know', 'cyber', 'learning', 'kinda', 'new', 'thing', 'know', 'look', 'mean', '9', 'years', 'later', '8', 'years', 'later', 'take', 'granted', 'pioneering', 'time', 'know', 'jean', 'idea', 'could', 'go_back', 'replay', 'discussion', 'presentation', 'talk', 'let', 'helpful', 'learner']",3,"['know', 'think', 'ngsx', 'science', 'teachers', 'framework', ""n't"", 'connecticut', 'first', 'really']",0.9147955179214478
34,[00:36:41.05],Jean,You- you're absolutely- I think for me you just hit all the right[Liz:those-were-the-biggies] those were the design biggies um.,"['absolutely', 'think', 'hit', 'right', 'design', 'biggies']","['absolutely', 'think', 'hit', 'right', 'design', 'biggies']",3,"['know', 'think', 'ngsx', 'science', 'teachers', 'framework', ""n't"", 'connecticut', 'first', 'really']",0.8909861445426941
35,[00:36:54.14],Liz,"Which it was really- all of those things were unique you know that direct contact with framework developer and establishing learning communities and revisiting- being able to revisit at the time, now some of what I wanna share with you now as the- how do you frame it some of the problems with it early on the weaknesses[Jean:challenges-yeah] I have to put it in the context of I recognize that when we first became involved with NGSX it really was its infancy I remember you telling me you know that you had pre-existing stuff that you saw the potential for it and you kind of packaged it together as best as you could but you- you were building the airplane as you began flying it so I get that so please you know understand that these might have been weaknesses at the time um and they may no longer be. One of the big issues that we learned early on from new terrain this was a big ah-hah was when I think I know when I went into it I thought anybody can facilitate this[laughs] um all you have to do is follow the script um and so that was what we tried do you remember when we first had the campus hub? And that was how they experienced NGSX we suffered from that.","['really', 'things', 'unique', 'know', 'direct', 'contact', 'framework', 'developer', 'establishing', 'learning', 'communities', 'revisiting', 'able', 'revisit', 'time', 'wan', 'na', 'share', 'frame', 'problems', 'early', 'weaknesses', 'follow', 'script', 'tried', 'remember', 'first', 'campus', 'hub', 'experienced', 'ngsx', 'suffered']","['really', 'things', 'unique', 'know', 'direct', 'contact', 'framework', 'developer', 'establishing', 'learning_communities', 'revisiting', 'able', 'revisit', 'time', 'wan_na', 'share', 'frame', 'problems', 'early', 'weaknesses', 'follow', 'script', 'tried', 'remember', 'first', 'campus', 'hub', 'experienced', 'ngsx', 'suffered']",3,"['know', 'think', 'ngsx', 'science', 'teachers', 'framework', ""n't"", 'connecticut', 'first', 'really']",0.9745383262634277
36,[00:38:25.07],Jean,OV:Yeah oh that- that was an eye opener wasn't it?,"['yeah', 'oh', 'eye', 'opener', ""n't""]","['yeah', 'oh', 'eye', 'opener', ""n't""]",0,"[""n't"", 'think', 'know', 'science', 'state', 'would', 'ngsx', 'get', 'time', 'standards']",0.8715208768844604
37,[00:38:30.01],Liz,"That was a huge eye opener. I see it as a benefit I see it as a this is part of the process of you know beta testing a system and you know we thought yeah this was part of the community anybody should be able to step up and be the facilitator role but what we learned and really it affected that new terrain cohort for the next 2 years because they didn't get as much out of the NGSX experience as they might have had they had a more expert facilitator who was gonna press them who was gonna push who was gonna challenge them and question them, so they sort of sashayed through it and thought hm yeah I don't think they had the breakthrough moment that they- that we hopeed that they do today so that was a weakness at the beginning that I think we addressed. Another weakness was the bridge between the learner hat and the teacher hat, um that it was interesting to do the air pressure experiement and we got into that but we didn't always- as a result the transition let me put on my teacher hat now and think about what does that mean for me when I'm teaching about um earth system I'm not teaching about air pressure what do I extrapolate from my experience with the bottles um how does that apply to anything else, that may still be an issue with NGSX I don't know but I know that it was when we were working with ti.","['huge', 'eye', 'opener', 'see', 'benefit', 'see', 'part', 'process', 'know', 'beta', 'testing', 'system', 'know', 'thought', 'yeah', 'part', 'community', 'anybody', 'able', 'step', 'facilitator', 'role', 'learned', 'really', 'affected', 'new', 'terrain', 'cohort', 'next', '2', 'years', ""n't"", 'get', 'much', 'ngsx', 'experience', 'might', 'expert', 'facilitator', 'gon', 'na', 'press', 'gon', 'na', 'push', 'gon', 'na', 'challenge', 'question', 'sort', 'sashayed', 'thought', 'hm', 'yeah', ""n't"", 'think', 'breakthrough', 'moment', 'hopeed', 'today', 'weakness', 'beginning', 'think', 'addressed', 'another', 'weakness', 'bridge', 'learner', 'hat', 'teacher', 'hat', 'interesting', 'air', 'pressure', 'experiement', 'got', ""n't"", 'always', 'result', 'transition', 'let', 'put', 'teacher', 'hat', 'think', 'mean', 'teaching', 'earth', 'system', 'teaching', 'air', 'pressure', 'extrapolate', 'experience', 'bottles', 'apply', 'anything', 'else', 'may', 'still', 'issue', 'ngsx', ""n't"", 'know', 'know', 'working', 'ti']","['huge', 'eye', 'opener', 'see', 'benefit', 'see', 'part', 'process', 'know', 'beta', 'testing', 'system', 'know', 'thought', 'yeah', 'part', 'community', 'anybody', 'able', 'step', 'facilitator', 'role', 'learned', 'really', 'affected', 'new_terrain', 'cohort', 'next', '2', 'years', ""n't"", 'get', 'much', 'ngsx', 'experience', 'might', 'expert', 'facilitator', 'gon_na', 'press', 'gon_na', 'push', 'gon_na', 'challenge', 'question', 'sort', 'sashayed', 'thought', 'hm', 'yeah', ""n't"", 'think', 'breakthrough', 'moment', 'hopeed', 'today', 'weakness', 'beginning', 'think', 'addressed', 'another', 'weakness', 'bridge', 'learner', 'hat', 'teacher_hat', 'interesting', 'air_pressure', 'experiement', 'got', ""n't"", 'always', 'result', 'transition', 'let', 'put', 'teacher_hat', 'think', 'mean', 'teaching', 'earth', 'system', 'teaching', 'air_pressure', 'extrapolate', 'experience', 'bottles', 'apply', 'anything', 'else', 'may', 'still', 'issue', 'ngsx', ""n't"", 'know', 'know', 'working', 'ti']",3,"['know', 'think', 'ngsx', 'science', 'teachers', 'framework', ""n't"", 'connecticut', 'first', 'really']",0.9921133518218994
38,[00:40:26.00],Jean,"Liz you- you touched on the solution to this earlier and that is we began to build the experience both as a learner and a teacher around the exploration of phenomena, and okay so now we have a much larger variety and a much larger suite of phenomenon that is built into pathways but even if you're not in physical science you're in earth science what can you extract from this experiement is about you would structure your classroom with phenomenon that makes sense with earth science, so that of course was part of this evolution that you talked about, and so I think the first pass the emphasis was on the re-learning that needed to take place the second emphasis was then taking that relearning into your practice and giving you ways to do that so, you're absolutely right.","['liz', 'touched', 'solution', 'earlier', 'began', 'build', 'experience', 'learner', 'teacher', 'around', 'exploration', 'phenomena', 'okay', 'much', 'larger', 'variety', 'much', 'larger', 'suite', 'phenomenon', 'built', 'pathways', 'even', 'physical', 'science', 'earth', 'science', 'extract', 'experiement', 'would', 'structure', 'classroom', 'phenomenon', 'makes', 'sense', 'earth', 'science', 'course', 'part', 'evolution', 'talked', 'think', 'first', 'pass', 'emphasis', 'relearning', 'needed', 'take', 'place', 'second', 'emphasis', 'taking', 'relearning', 'practice', 'giving', 'ways', 'absolutely', 'right']","['liz', 'touched', 'solution', 'earlier', 'began', 'build', 'experience', 'learner', 'teacher', 'around', 'exploration', 'phenomena', 'okay', 'much', 'larger', 'variety', 'much', 'larger', 'suite', 'phenomenon', 'built', 'pathways', 'even', 'physical', 'science', 'earth', 'science', 'extract', 'experiement', 'would', 'structure', 'classroom', 'phenomenon', 'makes', 'sense', 'earth', 'science', 'course', 'part', 'evolution', 'talked', 'think', 'first', 'pass', 'emphasis', 'relearning', 'needed', 'take', 'place', 'second', 'emphasis', 'taking', 'relearning', 'practice', 'giving', 'ways', 'absolutely', 'right']",3,"['know', 'think', 'ngsx', 'science', 'teachers', 'framework', ""n't"", 'connecticut', 'first', 'really']",0.9869584441184998
39,[00:41:43.00],Liz,"What I noticed as I sat in on many of the NSGX sessions was extreme engagement lot of engagement but not enough transformation not enough ah-hah moments not enough oh my gosh this is gonna change everything that I do, I think they- the most impact was often from the talk moves component and I think that it was because that was very concrete and tangible and you know here you are you all university professor types and you put together something that was really whiz bang A plus but in some ways I think a lot of the messaging that you thought was clear and bold was really mudlded for teachers who were experiencing all this for the first time, I don't think that they got as much ah-hah oh this is really gonna change me as they should but- it was interesting because of the talk moves were so tangible and so specific when you read their feedback they'll always talk about that because it was something that they could hang- you know in the mind they already had a network for it and they're like okay I can use this tomorrow I know how to do that here's a list I can use that move and that move it was-, and I realize that something as complex as the framework is not easy to distill to something that is easily digestible but that's your challenge Jean[laughs].","['noticed', 'sat', 'many', 'nsgx', 'sessions', 'extreme', 'engagement', 'lot', 'engagement', 'enough', 'transformation', 'enough', 'ahhah', 'moments', 'enough', 'oh', 'gosh', 'gon', 'na', 'change', 'everything', 'think', 'impact', 'often', 'talk', 'moves', 'component', 'think', 'concrete', 'tangible', 'know', 'university', 'professor', 'types', 'put', 'together', 'something', 'really', 'whiz', 'bang', 'plus', 'ways', 'think', 'lot', 'messaging', 'thought', 'clear', 'bold', 'really', 'mudlded', 'teachers', 'experiencing', 'first', 'time', ""n't"", 'think', 'got', 'much', 'ahhah', 'oh', 'really', 'gon', 'na', 'change', 'interesting', 'talk', 'moves', 'tangible', 'specific', 'read', 'feedback', 'always', 'talk', 'something', 'could', 'hang', 'know', 'mind', 'already', 'network', 'like', 'okay', 'use', 'tomorrow', 'know', 'list', 'use', 'move', 'move', 'realize', 'something', 'complex', 'framework', 'easy', 'distill', 'something', 'easily', 'digestible', 'challenge', 'jean']","['noticed', 'sat', 'many', 'nsgx', 'sessions', 'extreme', 'engagement', 'lot', 'engagement', 'enough', 'transformation', 'enough', 'ahhah', 'moments', 'enough', 'oh', 'gosh', 'gon_na', 'change', 'everything', 'think', 'impact', 'often', 'talk_moves', 'component', 'think', 'concrete', 'tangible', 'know', 'university', 'professor', 'types', 'put_together', 'something', 'really', 'whiz', 'bang', 'plus', 'ways', 'think', 'lot', 'messaging', 'thought', 'clear', 'bold', 'really', 'mudlded', 'teachers', 'experiencing', 'first', 'time', ""n't"", 'think', 'got', 'much', 'ahhah', 'oh', 'really', 'gon_na', 'change', 'interesting', 'talk_moves', 'tangible', 'specific', 'read', 'feedback', 'always', 'talk', 'something', 'could', 'hang', 'know', 'mind', 'already', 'network', 'like', 'okay', 'use', 'tomorrow', 'know', 'list', 'use', 'move', 'move', 'realize', 'something', 'complex', 'framework', 'easy', 'distill', 'something', 'easily', 'digestible', 'challenge', 'jean']",3,"['know', 'think', 'ngsx', 'science', 'teachers', 'framework', ""n't"", 'connecticut', 'first', 'really']",0.9918968081474304
40,[00:43:36.06],Jean,"Well the other thing- it's interesting to see if you'd agree with this you know so much was being transformed in those years and one of it was the nature of professional learning, you know when we started the traditional model of set and get was still prevalent and so no one expected ah-hah moments no one expected to really dive in as a learner they were looking for the script[Liz:uh-huh-true], and it's an interesting process to write about because it takes time and it takes time for new models of professional learning to become the norm and I would say--","['well', 'thing', 'interesting', 'see', 'agree', 'know', 'much', 'transformed', 'years', 'one', 'nature', 'professional', 'learning', 'know', 'started', 'traditional', 'model', 'set', 'get', 'still', 'prevalent', 'one', 'expected', 'ahhah', 'moments', 'one', 'expected', 'really', 'dive', 'learner', 'looking', 'script', 'interesting', 'process', 'write', 'takes', 'time', 'takes', 'time', 'new', 'models', 'professional', 'learning', 'become', 'norm', 'would', 'say']","['well', 'thing', 'interesting', 'see', 'agree', 'know', 'much', 'transformed', 'years', 'one', 'nature', 'professional_learning', 'know', 'started', 'traditional', 'model', 'set', 'get', 'still', 'prevalent', 'one', 'expected', 'ahhah', 'moments', 'one', 'expected', 'really', 'dive', 'learner', 'looking', 'script', 'interesting', 'process', 'write', 'takes', 'time', 'takes', 'time', 'new', 'models', 'professional_learning', 'become', 'norm', 'would', 'say']",2,"['ngsx', 'teachers', 'think', 'know', ""n't"", 'state', 'one', 'remember', 'right', 'would']",0.9829006195068359
41,[00:44:29.12],Liz,OV:It's not there yet[shakes-head].,['yet'],['yet'],1,"['know', 'districts', 'time', 'science', 'state', 'ngsx', ""n't"", 'wan_na', 'one', 'connecticut']",0.6189253926277161
42,[00:44:31.10],Jean,We're not totally there yet in states like Connecticut where we have been working in with that state you have really outstanding some outstanding districts Ellington is one.,"['totally', 'yet', 'states', 'like', 'connecticut', 'working', 'state', 'really', 'outstanding', 'outstanding', 'districts', 'ellington', 'one']","['totally', 'yet', 'states', 'like', 'connecticut', 'working', 'state', 'really', 'outstanding', 'outstanding', 'districts', 'ellington', 'one']",1,"['know', 'districts', 'time', 'science', 'state', 'ngsx', ""n't"", 'wan_na', 'one', 'connecticut']",0.9448458552360535
