PageName,StudyGroup,EntryDate,UserName,Comment,bigrams,most_probable_topic,topic_terms,topic_probability
Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,205317 MI AAPS Cohort 9,2019-05-08 12:37:30pm EDT,CaSemrau,"Seeing the video in three different ways helped me to analyze how deeply engaged students were in their science thinking and discussions.  By looking at the NGSS framework\, it was apparent that many of the practices were being met through this group discussion.  In addition\, focusing in on one student&#039;s turns was a means to assess how well the student learned (or is learning) the concept.  ","['seeing', 'video_three', 'different_ways', 'helped', 'analyze', 'deeply', 'engaged', 'students', 'science', 'thinking', 'discussions', 'looking', 'ngss_framework', 'apparent', 'many', 'practices', 'met', 'group_discussion', 'addition', 'focusing_one', 'student', 'turns', 'means', 'assess', 'well', 'student', 'learned', 'learning', 'concept']",0,"['students', 'student', 'time', 'see', 'focusing_one', 'teacher', 'different', 'understanding', 'student_turn', 'talk']",0.9720093607902527
Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,205317 MI AAPS Cohort 9,2019-05-08 12:37:43pm EDT,JenThomas,"The three steps helped me to be able to interpret what I was seeing in the video\, being able to focus on one angle at a time.  It was interesting to just look at the elements of productive talk\, and then watch it again looking for evidence of scientific practices\, and then focusing on the one student.  It allowed me to think about how many aspects of a classroom discussion exist\, and how the variety of factors play into making it as meaningful as possible for the students each time.  It was evident that the classroom norms were something that were firmly in place.  The most illuminating step was looking at the evidence of scientific practices.  This has not historically been a  primary focus for me when facilitating classroom discussions\, so it was interesting to see how you can really find evidence of these practices when you are looking for them.","['three_steps', 'helped', 'able', 'interpret', 'seeing', 'video', 'able', 'focus', 'one', 'angle', 'time', 'interesting', 'look', 'elements', 'productive_talk', 'watch', 'looking', 'evidence_scientific', 'practices', 'focusing_one', 'student', 'allowed', 'think', 'many', 'aspects', 'classroom_discussion', 'exist', 'variety', 'factors', 'play', 'making', 'meaningful', 'possible', 'students', 'time', 'evident', 'classroom', 'norms', 'something', 'firmly', 'place', 'illuminating_step', 'looking', 'evidence_scientific', 'practices', 'historically', 'primary', 'focus', 'facilitating', 'classroom_discussions', 'interesting', 'see', 'really', 'find', 'evidence', 'practices', 'looking']",2,"['students', 'see', 'teacher', 'understanding', 'student', 'discussion', 'able', 'really', 'productive_talk', 'talk']",0.6244524717330933
Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,205317 MI AAPS Cohort 9,2019-05-08 12:37:53pm EDT,EdLinton,I think it reminds me how one conversion can be really rich and tell you a lot about students knowledge and abilities.  I liked the progression of the steps from the general to the student level.  It help refocus each time how all the processes work together.  The most illuminating for me was the student&#039;s turn.  I appreciate her patience in letting him speak and then I liked taking the time to examine what he was saying and assess his understanding.  ,"['think', 'reminds', 'one', 'conversion', 'really', 'rich', 'tell', 'lot', 'students', 'knowledge', 'abilities', 'liked', 'progression', 'steps', 'general', 'student', 'level', 'help', 'refocus', 'time', 'processes', 'work', 'together', 'illuminating', 'student_turn', 'appreciate', 'patience', 'letting', 'speak', 'liked', 'taking', 'time', 'examine', 'saying', 'assess', 'understanding']",3,"['see', 'student', 'discussion', 'students', 'step_illuminating', 'focusing_one', 'thinking', 'productive_talk', 'mathais', 'student_turn']",0.9773186445236206
Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,205317 MI AAPS Cohort 9,2019-05-08 12:38:01pm EDT,AnHood,"I can see how focusing on productive talk and evidence of scientific practices would help drive and fine-tune classroom discussion\, but I would be concerned with the time consuming nature of  &quot;focusing on one student\,&quot; when I have 133 students.<br /><br /><br /><br />Focusing on one student&#039;s turn was most illuminating for me\, because it made me aware of how differently a student&#039;s discussion can be interpreted. My colleagues made points about how Mathais was probably just confusing the wording (eg &quot;volume&quot; instead of &quot;water level&quot;) but overall\, seemed to have the right idea when it came to the important concepts. ","['see', 'focusing_productive', 'talk', 'evidence_scientific', 'practices', 'would', 'help', 'drive', 'fine', 'tune', 'classroom_discussion', 'would', 'concerned', 'time', 'consuming', 'nature', 'focusing_one', 'student', '133', 'students', 'focusing_one', 'student_turn', 'illuminating', 'made_aware', 'differently', 'student', 'discussion', 'interpreted', 'colleagues', 'made', 'points', 'mathais', 'probably', 'confusing', 'wording', 'eg', 'volume', 'instead', 'water_level', 'overall', 'seemed', 'right_idea', 'came', 'important', 'concepts']",0,"['students', 'student', 'time', 'see', 'focusing_one', 'teacher', 'different', 'understanding', 'student_turn', 'talk']",0.9817653894424438
Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,205317 MI AAPS Cohort 9,2019-05-08 12:38:22pm EDT,DaMattie,"How did the three different steps help you see more\, in different ways?<br /><br /><br /><br />It allowed me to really take a look at 3 different aspects of the same discussion.  Sometimes we don&#039;t think of all the little things going on in one discussion\, when it is important to reflect on all aspects of our practice <br /><br /><br /><br />Which step was the most illuminating for you?  Why?<br /><br />Focusing in on one student&#039;s turn.  Sometimes in the heat of the discussion\, if it doesn&#039;t sound right\, we have a tendency to focus on that. <br /><br /><br /><br />","['three_different', 'steps_help', 'see', 'different_ways', 'allowed', 'really', 'take', 'look', '3_different', 'aspects', 'discussion', 'sometimes', 'think', 'little', 'things', 'going', 'one', 'discussion', 'important', 'reflect', 'aspects', 'practice', 'step_illuminating', 'focusing_one', 'student_turn', 'sometimes', 'heat', 'discussion', 'sound', 'right', 'tendency', 'focus']",3,"['see', 'student', 'discussion', 'students', 'step_illuminating', 'focusing_one', 'thinking', 'productive_talk', 'mathais', 'student_turn']",0.9745603799819946
Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,205317 MI AAPS Cohort 9,2019-05-08 12:38:24pm EDT,MoDalmia,"Focusing on productive talk in general<br /><br />This helped me to recognize the characteristics of a productive talk and how students are engaged in productive and focused discussions about a particular topic. <br /><br /><br /><br />Focusing on evidence of scientific practices<br /><br />This allowed me to see the connections to the standards and scientific practices and how they can easily be incorporated into a short discussion. <br /><br /><br /><br />Focusing in on one student&#039;s turn<br /><br />This was helpful in that looking closely at what a student says (whether or not it was disjointed) clarified that he understood the concept but that he would need more direction. Many times with young kids\, they have a difficult time communicating.<br /><br /><br /><br />Which step was the most illuminating for you?  Why?<br /><br />I think the 3rd step was the most illuminating for me\, because it goes back to listening to understand a student and identifying the strengths of their arguments.","['focusing_productive', 'talk_general', 'helped', 'recognize', 'characteristics_productive', 'talk', 'students', 'engaged', 'productive', 'focused', 'discussions', 'particular', 'topic', 'focusing_evidence', 'scientific_practices', 'allowed_see', 'connections', 'standards', 'scientific_practices', 'easily', 'incorporated', 'short', 'discussion', 'focusing_one', 'student_turn', 'helpful', 'looking_closely', 'student', 'says', 'whether', 'disjointed', 'clarified', 'understood_concept', 'would', 'need', 'direction', 'many', 'times', 'young', 'kids', 'difficult_time', 'communicating', 'step_illuminating', 'think', '3rd', 'step_illuminating', 'goes', 'back', 'listening', 'understand', 'student', 'identifying', 'strengths', 'arguments']",0,"['students', 'student', 'time', 'see', 'focusing_one', 'teacher', 'different', 'understanding', 'student_turn', 'talk']",0.9846989512443542
Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,205317 MI AAPS Cohort 9,2019-05-08 12:38:32pm EDT,ShBrock,"Focusing in on the student&#039;s turn was most illuminating for me.  I think that he is thinking out loud and that it shows he is truly grasping the concepts.  He saw that the water lines were the same\, and if it had depended on weight\, the copper should have been higher.  <br /><br /><br /><br />I think teaching students this practice levels the playing field.  My current student may be more expressive\, but this classroom of students are much better than they are at problem solving\, analyzing\, and evaluating.","['focusing', 'student_turn', 'illuminating', 'think', 'thinking', 'loud', 'shows', 'truly', 'grasping', 'concepts', 'saw', 'water', 'lines', 'depended_weight', 'copper', 'higher', 'think', 'teaching', 'students', 'practice', 'levels', 'playing', 'field', 'current', 'student', 'may', 'expressive', 'classroom', 'students', 'much', 'better', 'problem', 'solving', 'analyzing', 'evaluating']",5,"['students', 'student', 'really', 'discussion', 'volume', 'important', 'weight', 'different', 'classroom', 'may']",0.976645290851593
Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,205317 MI AAPS Cohort 9,2019-05-08 12:38:54pm EDT,JamMartin,I feel like productive talk helped me the most because I will be able to better use this and improve it automatically in my own classroom. I know there are things I need to get better at and having this as a resource in my room (displaying it by hanging it up) will help me remember to use it more often.  <br /><br />The scientific practices will help me to talk about the science to listen to what they actually are saying about what they learn.<br /><br />,"['feel_like', 'productive_talk', 'helped', 'able', 'better', 'use', 'improve', 'automatically', 'classroom', 'know', 'things', 'need', 'get_better', 'resource', 'room', 'displaying', 'hanging', 'help', 'remember', 'use', 'often', 'scientific_practices', 'help', 'talk', 'science', 'listen', 'actually_saying', 'learn']",1,"['students', 'productive_talk', 'student', 'think', 'scientific_practices', 'mathias', 'understand', 'really', 'looking', 'see']",0.9710759520530701
Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,205317 MI AAPS Cohort 9,2019-05-08 12:38:57pm EDT,MiMadden,Product talk lens:  Hearing all the questions teachr asked to keep the discussion productively moving.<br /><br />Scientific evidence:  Importance of informing the teacher what science students were picking up on and on the ways students respond to each other&#039;s ideas.<br /><br />One student&#039;s turn:  The teacher didn&#039;t interrupt Matheis to dig into or support  his thinking as he was struggling to express his thinking.<br /><br /><br /><br />Most illuminating:  Listen to the teacher masterfully pose questions to keep the productive discussion going.,"['product', 'talk', 'lens', 'hearing', 'questions', 'teachr', 'asked', 'keep', 'discussion', 'productively', 'moving', 'scientific', 'evidence', 'importance', 'informing', 'teacher', 'science', 'students', 'picking', 'ways', 'students', 'respond', 'ideas', 'one_student', 'turn', 'teacher', 'interrupt', 'matheis', 'dig', 'support', 'thinking', 'struggling', 'express', 'thinking', 'illuminating', 'listen', 'teacher', 'masterfully', 'pose', 'questions', 'keep', 'productive', 'discussion', 'going']",4,"['students', 'student', 'teacher', 'see', 'productive_talk', 'think', 'actually', 'discussion', 'looking', 'three_different']",0.9813121557235718
Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,205317 MI AAPS Cohort 9,2019-05-08 12:40:16pm EDT,KaTalmadge,As a teacher I felt that it was really beneficial to see it with 3 different lenses. I could really see how the article we read and the things we are doing as &quot;students&quot; works in a classroom.  Focusing in on one particular students showed how what the students are saying are so important even if it is just 40 seconds of a longer conversation. ,"['teacher', 'felt', 'really', 'beneficial', 'see', '3_different', 'lenses', 'could', 'really', 'see', 'article', 'read', 'things', 'students', 'works', 'classroom', 'focusing_one', 'particular', 'students', 'showed', 'students', 'saying', 'important', 'even', '40', 'seconds', 'longer', 'conversation']",2,"['students', 'see', 'teacher', 'understanding', 'student', 'discussion', 'able', 'really', 'productive_talk', 'talk']",0.9710497260093689
Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,205317 MI AAPS Cohort 9,2019-05-08 12:40:37pm EDT,JeMaj,This has been a great exercise in helping me fully understand productive talk.  It.  Focusing in on one student talking was helpful because we often have students that struggle to get their idea out in a way that everyone understands.  It&#039;s important to understand they student&#039;s thinking by asking to restate or coming back to them for clarifications without moving on and simply making assumptions.,"['great', 'exercise', 'helping', 'fully', 'understand', 'productive_talk', 'focusing_one', 'student', 'talking', 'helpful', 'often', 'students_struggle', 'get', 'idea', 'way', 'everyone', 'understands', 'important', 'understand', 'student', 'thinking', 'asking', 'restate', 'coming', 'back', 'clarifications', 'without', 'moving', 'simply', 'making', 'assumptions']",0,"['students', 'student', 'time', 'see', 'focusing_one', 'teacher', 'different', 'understanding', 'student_turn', 'talk']",0.9737449288368225
Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,205319 MI Macomb Cohort 32,2019-05-21 09:06:40am EDT,KeGianotti,"We found out it was because of the volume. We found out that the volume in the water level were the same\, but the weight of the cubes were different. There&#039;s more weight in the copper cube than the aluminum cube\, so it should just depend on the volume of the cubes. ","['found', 'volume', 'found', 'volume_water', 'level_weight', 'cubes', 'different', 'weight_copper', 'cube_aluminum', 'cube', 'depend_volume', 'cubes']",0,"['students', 'student', 'time', 'see', 'focusing_one', 'teacher', 'different', 'understanding', 'student_turn', 'talk']",0.9356531500816345
Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,205319 MI Macomb Cohort 32,2019-05-21 09:09:58am EDT,JeBurks,"Table 4: Our thoughts of Mathais summary:  My group found out that the volume of the water level was the same\, but the weight was different between the aluminum and copper cube.  The copper cube had more weight so it has more volume.  It really depended on the weight. ","['table', '4', 'thoughts', 'mathais', 'summary', 'group_found', 'volume_water', 'level_weight', 'different', 'aluminum', 'copper_cube', 'copper_cube', 'weight_volume', 'really_depended', 'weight']",0,"['students', 'student', 'time', 'see', 'focusing_one', 'teacher', 'different', 'understanding', 'student_turn', 'talk']",0.947666585445404
Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,205321 MI Lake Orion Cohort 5,2019-05-15 13:03:11pm EDT,RaBabich,"Yes\, Mathias knows what he is saying. He understands that volume displaces water\, not weight. He  goes on to say that if it WERE weight that displaces water\, then greater weight would also have greater volume to match what he observed in the investigation.","['yes', 'mathias', 'knows', 'saying', 'understands', 'volume', 'displaces', 'water', 'weight', 'goes', 'say', 'weight', 'displaces', 'water', 'greater', 'weight', 'would', 'also', 'greater', 'volume', 'match', 'observed', 'investigation']",4,"['students', 'student', 'teacher', 'see', 'productive_talk', 'think', 'actually', 'discussion', 'looking', 'three_different']",0.9650007486343384
Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,205321 MI Lake Orion Cohort 5,2019-05-15 13:06:55pm EDT,JeThorpe,"I think whenever you see something multiple times\, you see more.  I don&#039;t agree that Mattius had a good understanding\, however.  And that may be due to the fact that I cannot really understand what he is saying.  I would need to see his model to access if he truly understood.","['think', 'whenever', 'see', 'something', 'multiple_times', 'see', 'agree', 'mattius', 'good', 'understanding', 'however', 'may', 'due', 'fact', 'really', 'understand', 'saying', 'would', 'need', 'see', 'model', 'access', 'truly', 'understood']",0,"['students', 'student', 'time', 'see', 'focusing_one', 'teacher', 'different', 'understanding', 'student_turn', 'talk']",0.9663132429122925
Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,205321 MI Lake Orion Cohort 5,2019-05-15 13:07:37pm EDT,LePulliam,"Looking through the different lenses helped me to see more out of the conversation each time. It allowed me to not only learn talk moves but to focus on content S well. For me\, focusing on productive talk was the most helpful as I liked to see it in action and how the teacher helped to keep the conversation moving without repeating what was said so that students were forced to be engaged.","['looking', 'different_lenses', 'helped_see', 'conversation', 'time', 'allowed', 'learn', 'talk_moves', 'focus_content', 'well', 'focusing_productive', 'talk', 'helpful', 'liked', 'see', 'action', 'teacher', 'helped', 'keep_conversation', 'moving', 'without', 'repeating', 'said', 'students', 'forced', 'engaged']",0,"['students', 'student', 'time', 'see', 'focusing_one', 'teacher', 'different', 'understanding', 'student_turn', 'talk']",0.9688786864280701
Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,205321 MI Lake Orion Cohort 5,2019-05-15 13:07:39pm EDT,SuDandalides,Analyzing one studen&#039;s talk was most helpful. Getting rid of the &quot;filler&quot; in his sentences made it easier to get to his message.,"['analyzing', 'one', 'studen', 'talk', 'helpful', 'getting', 'rid', 'filler', 'sentences', 'made', 'easier', 'get', 'message']",1,"['students', 'productive_talk', 'student', 'think', 'scientific_practices', 'mathias', 'understand', 'really', 'looking', 'see']",0.9400562047958374
Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,205321 MI Lake Orion Cohort 5,2019-05-15 13:09:27pm EDT,DaHay,"I think Mathias was thinking aloud and drafting what his ideas are. However\, I disagree that he gave a solid explanation. It seemed he waffled on his theory. He stated the volume was the same then said at the end said one would have more volume. Not clear explanation. ","['think', 'mathias', 'thinking', 'aloud', 'drafting', 'ideas', 'however', 'disagree', 'gave', 'solid', 'explanation', 'seemed', 'waffled', 'theory', 'stated', 'volume', 'said', 'end', 'said', 'one', 'would_volume', 'clear', 'explanation']",1,"['students', 'productive_talk', 'student', 'think', 'scientific_practices', 'mathias', 'understand', 'really', 'looking', 'see']",0.9650624394416809
Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,205321 MI Lake Orion Cohort 5,2019-05-15 13:09:31pm EDT,PhPenberthy,"Focusing on one student&#039;s turn isolated a common problem that occurs in the classroom\, and how to address. Focusing on productive talk gives a model for both the teacher&#039;s actions and the students. Focusing on the scientific practices gives you a frame to observe and think about.","['focusing_one', 'student_turn', 'isolated', 'common', 'problem', 'occurs', 'classroom', 'address', 'focusing_productive', 'talk', 'gives', 'model', 'teacher', 'actions', 'students', 'focusing', 'scientific_practices', 'gives', 'frame', 'observe', 'think']",0,"['students', 'student', 'time', 'see', 'focusing_one', 'teacher', 'different', 'understanding', 'student_turn', 'talk']",0.9618343114852905
Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,205321 MI Lake Orion Cohort 5,2019-05-15 13:09:36pm EDT,TaLangolf,"How did the three different steps help you see more\, in different ways?<br /><br />Focusing on productive talk in general --&gt; I felt this was more of a focus on what was happening in the discussion we viewed. We were identifying key features of productive talk in general.<br /><br />Focusing on evidence of scientific practices --&gt; Here we were more focused on how this discussion was related to the scientific practices. We pulled lines from the discussion that showed that pieces of these practices were being touched on.<br /><br />Focusing in on one student&#039;s turn --&gt; This allowed us to see that even though a student is struggling to verbalize their thinking\, they are still benefiting from verbalizing it\, and we as a teacher can understand what a student is thinking and where that student&#039;s thinking is based on what they say.<br /><br />Which step was the most illuminating for you?  Why?<br /><br />I think the last step was the most illuminating for me because it shows me that even when it seems like kids might not be benefiting from the discussion\, but actually are/may be.","['three_different', 'steps_help', 'see', 'different_ways', 'focusing_productive', 'talk_general', 'gt', 'felt', 'focus', 'happening', 'discussion', 'viewed', 'identifying', 'key', 'features', 'productive_talk', 'general_focusing', 'evidence_scientific', 'practices', 'gt', 'focused', 'discussion', 'related', 'scientific_practices', 'pulled', 'lines', 'discussion', 'showed', 'pieces', 'practices', 'touched', 'focusing_one', 'student_turn', 'gt', 'allowed_us', 'see', 'even_though', 'student', 'struggling', 'verbalize', 'thinking', 'still', 'benefiting', 'verbalizing', 'teacher', 'understand', 'student', 'thinking', 'student', 'thinking_based', 'say', 'step_illuminating', 'think', 'last_step', 'illuminating', 'shows', 'even', 'seems_like', 'kids', 'might', 'benefiting', 'discussion', 'actually', 'are/may']",3,"['see', 'student', 'discussion', 'students', 'step_illuminating', 'focusing_one', 'thinking', 'productive_talk', 'mathais', 'student_turn']",0.8040933609008789
Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,205321 MI Lake Orion Cohort 5,2019-05-15 13:09:52pm EDT,DaDaw,"Focusing on productive talk in general--It helps me see ways to guide the discussions in my class towards a productive direction.<br /><br />Focusing on evidence of scientific practices---I can look for evidence of these in our class discussions and push the conversations to include the practices that are lacking in our conversations. I could also set goals and lead the conversations by asking specific questions that will lead to discussion related to specific practices.<br /><br />Focusing in on one student&#039;s turn--it has helped me realize that although a student may not be able to articulate his ideas clearly\, he still has something important to say and has grasped the idea.","['focusing_productive', 'talk_general', 'helps', 'see', 'ways', 'guide', 'discussions', 'class', 'towards', 'productive', 'direction', 'focusing_evidence', 'scientific_practices', 'look', 'evidence', 'class_discussions', 'push', 'conversations', 'include', 'practices', 'lacking', 'conversations', 'could', 'also', 'set', 'goals', 'lead', 'conversations', 'asking', 'specific', 'questions', 'lead', 'discussion', 'related', 'specific', 'practices', 'focusing_one', 'student_turn', 'helped', 'realize', 'although', 'student', 'may', 'able', 'articulate_ideas', 'clearly_still', 'something', 'important', 'say', 'grasped', 'idea']",5,"['students', 'student', 'really', 'discussion', 'volume', 'important', 'weight', 'different', 'classroom', 'may']",0.9838525056838989
Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,205321 MI Lake Orion Cohort 5,2019-05-15 13:10:33pm EDT,StDukus,"How did the three different steps help you see more\, in different ways?  The three lenses broke the learning down into parts so that each part could be analyzed individually.  <br /><br /><br /><br />Which step was the most illuminating for you?  Why?  I did not have a particular step that was illuminating for me.  However\, I do think that &ldquo;making sense&rdquo;:of Mathias words/ thinking through the &ldquo;cleaned up&rdquo; version  included a deal of inferring/conjecture on the researchers part. ","['three_different', 'steps_help', 'see', 'different_ways', 'three', 'lenses', 'broke', 'learning', 'parts', 'part', 'could', 'analyzed', 'individually', 'step_illuminating', 'particular', 'step_illuminating', 'however', 'think', 'ldquo', 'making', 'sense', 'rdquo', 'mathias', 'words/', 'thinking', 'ldquo', 'cleaned', 'rdquo', 'version', 'included', 'deal', 'inferring/conjecture', 'researchers', 'part']",4,"['students', 'student', 'teacher', 'see', 'productive_talk', 'think', 'actually', 'discussion', 'looking', 'three_different']",0.976060688495636
Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,205321 MI Lake Orion Cohort 5,2019-05-15 13:10:38pm EDT,NiShuler,"How did the three different steps help you see more\, in different ways?<br /><br />Looking through the three different lenses was beneficial to help me first to see the talk moves in practice allowing me to see how productive they can be to elicit student thinking.  Then looking at it to identify the science practices shifted my focus to understand that simply by using productive talk in a classroom can hit upon many of the practices at once. And then by looking closely at Mathais&#039; thinking allowed me to understand what he was thinking.<br /><br /><br /><br />Which step was the most illuminating for you?  Why?<br /><br />Breaking down one student&#039;s thinking was helpful to me to really stop and think about what he does understand.  That is important in the classroom.","['three_different', 'steps_help', 'see', 'different_ways', 'looking', 'three_different', 'lenses', 'beneficial', 'help', 'first', 'see', 'talk_moves', 'practice', 'allowing', 'see', 'productive', 'elicit', 'student', 'thinking', 'looking', 'identify', 'science_practices', 'shifted', 'focus', 'understand', 'simply', 'using', 'productive_talk', 'classroom', 'hit', 'upon', 'many', 'practices', 'looking_closely', 'mathais', 'thinking', 'allowed', 'understand', 'thinking', 'step_illuminating', 'breaking', 'one_student', 'thinking', 'helpful', 'really', 'stop', 'think', 'understand', 'important', 'classroom']",3,"['see', 'student', 'discussion', 'students', 'step_illuminating', 'focusing_one', 'thinking', 'productive_talk', 'mathais', 'student_turn']",0.794523298740387
Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,205321 MI Lake Orion Cohort 5,2019-05-15 13:11:27pm EDT,MaArmijo,"<br /><br />    Focusing on productive talk in general<br /><br />    Focusing on evidence of scientific practices<br /><br />    Focusing in on one student&#039;s turn<br /><br />When viewing the video three times through three different lenses\, I began to realize that I need to strengthen my talk in general class culture\,  By doing this it will allow me to then zoom in and focus on which scientific practices I am intentionally looking for.<br /><br />By looking at the video through the lens of focusing on one student\, this allows me to begin to anticipate questions or misinterpretations during lessons and then plan for those moments.<br /><br />","['focusing_productive', 'talk_general', 'focusing_evidence', 'scientific_practices', 'focusing_one', 'student_turn', 'viewing_video', 'three_times', 'three_different', 'lenses', 'began', 'realize', 'need', 'strengthen', 'talk_general', 'class', 'culture', 'allow', 'zoom', 'focus', 'scientific_practices', 'intentionally', 'looking', 'looking', 'video', 'lens', 'focusing_one', 'student', 'allows', 'begin', 'anticipate', 'questions', 'misinterpretations', 'lessons', 'plan', 'moments']",1,"['students', 'productive_talk', 'student', 'think', 'scientific_practices', 'mathias', 'understand', 'really', 'looking', 'see']",0.9773089289665222
Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,205321 MI Lake Orion Cohort 5,2019-05-15 13:11:32pm EDT,StDukus,"How did the three different steps help you see more\, in different ways?  The three lenses broke the learning down into parts so that each part could be analyzed individually.  <br /><br /><br /><br />Which step was the most illuminating for you?  Why?  I did not have a particular step that was illuminating for me.  However\, I do think that &ldquo;making sense&rdquo;:of Mathias words/ thinking through the &ldquo;cleaned up&rdquo; version  included a deal of inferring/conjecture on the researchers part. ","['three_different', 'steps_help', 'see', 'different_ways', 'three', 'lenses', 'broke', 'learning', 'parts', 'part', 'could', 'analyzed', 'individually', 'step_illuminating', 'particular', 'step_illuminating', 'however', 'think', 'ldquo', 'making', 'sense', 'rdquo', 'mathias', 'words/', 'thinking', 'ldquo', 'cleaned', 'rdquo', 'version', 'included', 'deal', 'inferring/conjecture', 'researchers', 'part']",4,"['students', 'student', 'teacher', 'see', 'productive_talk', 'think', 'actually', 'discussion', 'looking', 'three_different']",0.9760631918907166
Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,205321 MI Lake Orion Cohort 5,2019-05-15 13:11:50pm EDT,NoWright,"Focusing on productive talk in general<br /><br />-allowing me to know that the teaching is intentional and set up to produce a desired end result <br /><br />Focusing on evidence of scientific practices<br /><br />-seeing things from the science lense\, to know what the students actually know and don&#039;t know.<br /><br />Focusing in on one student&#039;s turn<br /><br />-ability to grasp the individual student&#039;s understanding of the task in the hope of gaging the group and whole class understanding <br /><br /><br /><br />The steps actually reveal the next teaching moves or where the students need or want to go with the next level of instruction","['focusing_productive', 'talk_general', 'allowing', 'know', 'teaching', 'intentional', 'set', 'produce', 'desired', 'end', 'result', 'focusing_evidence', 'scientific_practices', 'seeing', 'things', 'science', 'lense', 'know', 'students', 'actually', 'know', 'know', 'focusing_one', 'student_turn', 'ability', 'grasp', 'individual', 'student', 'understanding', 'task', 'hope', 'gaging', 'group', 'whole', 'class', 'understanding', 'steps', 'actually', 'reveal', 'next', 'teaching', 'moves', 'students', 'need', 'want', 'go', 'next', 'level', 'instruction']",2,"['students', 'see', 'teacher', 'understanding', 'student', 'discussion', 'able', 'really', 'productive_talk', 'talk']",0.9832108020782471
Step 6: Analyzing a Fourth Grade Science Discussion: Student Thinking,205321 MI Lake Orion Cohort 5,2019-05-15 13:12:09pm EDT,KarRobbins,"The three different steps helped to show how to use productive talk in the classroom. It was useful to see all three steps because you can focus on what the teacher did in certain situations with her students. She had asked another to clarify what Mathais was saying to possibly help others see that he had the right idea\, then Flevor added on to give another example of what Mathais was saying. It really shows a certain situation that is bound to happen in our own classrooms and how to help facilitate the conversation. ","['three_different', 'steps_helped', 'show', 'use', 'productive_talk', 'classroom', 'useful', 'see', 'three_steps', 'focus', 'teacher', 'certain', 'situations', 'students', 'asked', 'another', 'clarify', 'mathais', 'saying', 'possibly', 'help', 'others', 'see', 'right_idea', 'flevor', 'added', 'give', 'another', 'example', 'mathais', 'saying', 'really', 'shows', 'certain', 'situation', 'bound', 'happen', 'classrooms', 'help', 'facilitate', 'conversation']",0,"['students', 'student', 'time', 'see', 'focusing_one', 'teacher', 'different', 'understanding', 'student_turn', 'talk']",0.9799738526344299
